20130428,0
20130505,1370199000
20130512,1354369532
20130519,1436193987
20130526,1567802499
20130602,1434404285
20130609,1180027306
20130616,1171994025
20130623,1286528088
20130630,1162199737
20130707,908305814
20130714,1147947262
20130721,1106857993
20130728,1215908508
20130804,1329925031
20130811,1315426355
20130818,1430423130
20130825,1533442156
20130901,1724212584
20130908,1540035535
20130915,1647276431
20130922,1665942436
20130929,1782684183
20131006,1667690659
20131013,1769995100
20131020,2186810771
20131027,2459981906
20131103,2711728580
20131110,4096856112
20131117,6113712428
20131124,9752554192
20131201,13180632276
20131208,10830114715
20131215,11933524159
20131222,8315929116
20131229,10327811677
20140105,12777796622
20140112,11808344686
20140119,11963017105
20140126,12173960325
20140202,11393239311
20140209,9438684835
20140216,8562890159
20140223,8435192374
20140302,7970865787
20140309,9084765811
20140316,8949290156
20140323,8031478277
20140330,6440700407
20140406,6400290270
20140413,5738613814
20140420,6974697653
20140427,6046294022
20140504,6081963812
20140511,6144647442
20140518,6272654123
20140525,7977474168
20140601,8730480855
20140608,9075596318
20140615,8257343717
20140622,8381163352
20140629,8350066203
20140706,8728002074
20140713,8675397435
20140720,8665768268
20140727,8257075748
20140803,8171778002
20140810,8196767897
20140817,6792672781
20140824,7105867759
20140831,6793560432
20140907,6895076019
20140914,6900699783
20140921,5794590355
20140928,5538781418
20141005,4728350712
20141012,5531714185
20141019,5690233740
20141026,5191788230
20141102,4786971207
20141109,5338196491
20141116,5697529067
20141123,5542594134
20141130,5782369322
20141207,5879820140
20141214,5617640678
20141221,5542106301
20141228,5503490853
20150104,4479133271
20150111,4479520295
20150118,3589428486
20150125,4263602792
20150201,3781458274
20150208,3745716326
20150215,3888712270
20150222,3882254959
20150301,4222687336
20150308,4344989790
20150315,4551638346
20150322,4278889712
20150329,3861750616
20150405,4126988017
20150412,3758648845
20150419,3543580345
20150426,3495492739
20150503,3809496757
20150510,3791303467
20150517,3722092507
20150524,3836894820
20150531,3728461351
20150607,3619483267
20150614,3804592198
20150621,4086091455
20150628,4207802436
20150705,4579326141
20150712,5135892583
20150719,4504152855
20150726,4837795806
20150802,4676206289
20150809,4463378461
20150816,4410067173
20150823,3914422633
20150830,3923879068
20150906,4100920101
20150913,3947321333
20150920,3942438406
20150927,3916896002
20151004,3958093178
20151011,4095618276
20151018,4286399518
20151025,4612384257
20151101,5334621680
20151108,6014528691
20151115,5179393948
20151122,5270263676
20151129,6000770120
20151206,6299169150
20151213,7121374999
20151220,7167077641
20151227,6882411936
20160103,7005321578
20160110,7299329639
20160117,6312732072
20160124,6711719856
20160131,6264953435
20160207,6522329170
20160214,7216141350
20160221,7661386455
20160228,7728803949
20160306,7742671502
20160313,8156689897
20160320,7794494870
20160327,8047024322
20160403,8057813431
20160410,7776977833
20160417,7932976754
20160424,8367650846
20160501,8322690506
20160508,8501426089
20160515,8531328845
20160522,8619951885
20160529,10014669128
20160605,10968050771
20160612,12712971487
20160619,13904519398
20160626,11900823186
20160703,12252008327
20160710,12078527610
20160717,12847761996
20160724,12701242764
20160731,11995764912
20160807,11436423635
20160814,11088671298
20160821,11269358461
20160828,11100189672
20160904,11782388696
20160911,11690926247
20160918,11840398129
20160925,11795869087
20161002,11925565123
20161009,11944468829
20161016,12319067497
20161023,12612451386
20161030,13168313666
20161106,13322187460
20161113,13130674931
20161120,13504552192
20161127,13482763404
20161204,14000081208
20161211,14030535674
20161218,14389708478
20161225,16074385675
20170101,17945050803
20170108,16730194646
20170115,15234352021
20170122,17059299986
20170129,16991992478
20170205,18888349931
20170212,18419703845
20170219,19377261030
20170226,21454321331
20170305,23802623466
20170312,23750528938
20170319,23248055790
20170326,22659168602
20170402,26785882974
20170409,26812327120
20170416,27635729368
20170423,28225251279
20170430,35171547190
20170507,46222830802
20170514,52562588509
20170521,70186745904
20170528,68995534999
20170604,87196458172
20170611,105032623616
20170618,102157307805
20170625,96470376807
20170702,90731884097
20170709,85458502726
20170716,61183221294
20170723,86107841516
20170730,81559957398
20170806,102422777548
20170813,124628247101
20170820,132511829279
20170827,145590439253
20170903,150621863351
20170910,131827941204
20170917,113302742252
20170924,118089933142
20171001,135813354605
20171008,140138783688
20171015,160667542250
20171022,159605608739
20171029,165740030784
20171105,187073786018
20171112,181017077489
20171119,222048183121
20171126,274553302007
20171203,314609784601
20171210,385990095782
20171217,543448807802
20171224,483257945171
20171231,546449271729
20180107,719621529612
20180114,609328551816
20180121,483542160113
20180128,513474257262
20180204,342391017552
20180211,347327812848
20180218,422137539910
20180225,378582588119
20180304,416196168085
20180311,346342072963
20180318,281756235442
20180325,290363470096
20180401,224960844836
20180408,233098080197
20180415,291029244643
20180422,333701807045
20180429,373979852015
20180506,390109463119
20180513,348538838705
20180520,334059621953
20180527,280885894050
20180603,302784757935
20180610,258993624896
20180617,243978284485
20180624,223639313945
20180701,227179676896
20180708,240814131524
20180715,225076342301
20180722,248235867596
20180729,265412285011
20180805,230578780514
20180812,192975168010
20180819,196420233685
20180826,194930043562
20180902,214578806313
20180909,176817882154
20180916,183851200565
20180923,205619879968
20180930,202725986383
20181007,197359970603
20181014,180675454614
20181021,188442894861
20181028,188289016965
20181104,189176531867
20181111,191732651310
20181118,168377889584
20181125,117575662313
20181202,121059965089
20181209,103484705846
20181216,92966662408
20181223,121104108109
20181230,118160309851
20190106,125203407586
20190113,106178211411
20190120,108074830533
20190127,106918943382
