20190203,102704365752
20190210,111413786869
20190217,111546621712
20190224,115486025698
20190303,116778889646
20190310,120714664260
20190317,124380884620
20190324,124399371011
20190331,127710232790
20190407,161710089767
20190414,157185065078
20190421,159310273492
20190428,153937269600
20190505,165712202544
20190512,191264306763
20190519,233798624932
20190526,245430191487
20190602,253180368908
20190609,222767305989
20190616,257326924839
20190623,300820978087
20190630,288343450823
20190707,302562573635
20190714,257791014123
20190721,268554288525
20190728,244604818721
20190804,272790445590
20190811,281090659448
20190818,254059656290
20190825,247913452319
20190901,236463430439
20190908,251958189637
20190915,250830958217
20190922,249539506944
20190929,201285321361
20191006,200863818270
20191013,210022257774
20191020,208229281119
20191027,236588962705
20191103,231184803765
20191110,229693742799
20191117,218807516754
20191124,178580197933
20191201,187732598420
20191208,190530031079
20191215,180873901041
20191222,184910991637
20191229,183882265882
20200105,184382764236
20200112,204927648323
20200119,223335060060
20200126,221669071150
20200202,242248321790
20200209,268930589214
20200216,267935630611
20200223,268747813442
20200301,227082497852
20200308,212920820068
20200315,144282759696
20200322,152370842740
20200329,155466170532
20200405,178627108655
20200412,186522232013
20200419,193960766028
20200426,206942120962
20200503,232538588071
20200510,224231784502
20200517,246888043544
20200524,229308197764
20200531,247686883121
20200607,257235078418
20200614,247302640632
20200621,244700523158
20200628,240457362047
20200705,239623348646
20200712,251114456637
20200719,248878122707
20200726,274225799120
20200802,308008585333
20200809,326235742575
20200816,340295923990
20200823,326873590801
20200830,332871916470
20200906,296595647317
20200913,301313803629
20200920,312427106306
20200927,310773625465
20201004,307472459332
20201011,326168428245
20201018,326889253265
20201025,361324982209
20201101,371070394953
20201108,412571241546
20201115,420658706876
20201122,495115600036
20201129,503876343899
20201206,530654055140
20201213,519815693256
20201220,615250837228
20201227,658727463975
20210103,824625134343
20210110,984185891808
20210117,938644575424
20210124,893208577876
20210131,913983991060
20210207,1088169046880
20210214,1350109220298
20210221,1579700189669
20210228,1248953911894
20210307,1423342510635
20210314,1599947100771
20210321,1577197794468
20210328,1539147128365
20210404,1687018996511
20210411,1792225801412
20210418,1770864200658
20210425,1590773574793
20210502,1913603269806
20210509,2120622710838
20210516,1854910678681
20210523,1244634670244
20210530,1345466637267
20210606,1421967836137
20210613,1428618125823
20210620,1306335645752
20210627,1220788909490
20210704,1287034487619
20210711,1233715333802
20210718,1137704955591
20210725,1251870790499
20210801,1412894172179
20210808,1561426027041
20210815,1759069281594
20210822,1824847566984
20210829,1820949571693
20210905,2022447409578
20210912,1814243777523
20210919,1800890850056
20210926,1657987040489
20211003,1843711964448
20211010,1961682070307
20211017,2164765741451
20211024,2210032514670
20211031,2275120303079
20211107,2412196216341
20211114,2453668902315
20211121,2247887702641
20211128,2187980159540
20211205,1988393509088
20211212,1992983956121
20211219,1896957246356
20211226,2048627884475
20220102,1926244623138
20220109,1677079614155
20220116,1764815085018
20220123,1447519801589
20220130,1472841825277
20220206,1656666341337
20220213,1624093789575
20220220,1502538950951
20220227,1484172791809
20220306,1494059923555
20220313,1476422647263
20220320,1608248554743
20220327,1808863744932
20220403,1855898860449
20220410,1694974914764
20220417,1600239907180
20220424,1583863278061
20220501,1524407262922
20220508,1372641046133
20220515,1196914210097
20220522,1157327401493
20220529,1099751212708
20220605,1107247757133
20220612,978838361994
20220619,806501628995
20220626,837998031992
20220703,776608443673
20220710,825667077699
20220717,848690489996
20220724,926031140292
20220731,959140262712
20220807,967118154019
20220814,1027754939101
20220821,914056492975
20220828,839771849195
20220904,873198395126
20220911,938008362255
20220918,823540534738
20220925,814404280163
20221002,813754947898
20221009,832948386873
20221016,817419082435
20221023,829186559749
20221030,897660516374
20221106,908272437921
20221113,736123435133
20221120,720499991381
20221127,742455359551
20221204,765644634677
20221211,757366888780
20221218,726334177359
20221225,727431077008
20230101,717912493577
20230108,748222403313
20230115,875610343230
20230122,924333031489
20230129,955842309682
20230205,939873530597
20230212,892374507660
20230219,972027833961
20230226,944026537960
20230305,900695544391
20230312,895053831445
20230319,1045096596899
20230326,1038020417091
20230402,1048620756643
